officeCode,city,phone,addressLine1,country,postalCode,territory
460,Tokyo,123-456-265,"123 Main St, Tokyo",Japan,100-0001,NULL
461,New York,123-456-989,"123 Main St, New York",USA,10001,NULL
462,Berlin,123-456-300,"123 Main St, Berlin",Germany,10115,NULL
463,London,123-456-934,"123 Main St, London",UK,SW1A 1AA,NULL
464,London,123-456-538,"123 Main St, London",UK,SW1A 1AA,NULL
465,Berlin,123-456-038,"123 Main St, Berlin",Germany,10115,NULL
466,New York,123-456-404,"123 Main St, New York",USA,10001,NULL
467,London,123-456-250,"123 Main St, London",UK,SW1A 1AA,NULL
468,New York,123-456-408,"123 Main St, New York",USA,10001,NULL
469,Paris,123-456-104,"123 Main St, Paris",France,75001,NULL
47,Paris,123-456-583,"123 Main St, Paris",France,75001,NULL
470,Berlin,123-456-224,"123 Main St, Berlin",Germany,10115,NULL
471,London,123-456-755,"123 Main St, London",UK,SW1A 1AA,NULL
472,London,123-456-647,"123 Main St, London",UK,SW1A 1AA,NULL
473,Paris,123-456-261,"123 Main St, Paris",France,75001,NULL
474,New York,123-456-370,"123 Main St, New York",USA,10001,NULL
475,Tokyo,123-456-558,"123 Main St, Tokyo",Japan,100-0001,NULL
476,Paris,123-456-482,"123 Main St, Paris",France,75001,NULL
477,Paris,123-456-565,"123 Main St, Paris",France,75001,NULL
478,Berlin,123-456-820,"123 Main St, Berlin",Germany,10115,NULL
479,Paris,123-456-377,"123 Main St, Paris",France,75001,NULL
48,London,123-456-514,"123 Main St, London",UK,SW1A 1AA,NULL
480,New York,123-456-605,"123 Main St, New York",USA,10001,NULL
481,London,123-456-878,"123 Main St, London",UK,SW1A 1AA,NULL
482,Paris,123-456-389,"123 Main St, Paris",France,75001,NULL
483,London,123-456-394,"123 Main St, London",UK,SW1A 1AA,NULL
484,London,123-456-861,"123 Main St, London",UK,SW1A 1AA,NULL
485,Tokyo,123-456-736,"123 Main St, Tokyo",Japan,100-0001,NULL
486,Tokyo,123-456-112,"123 Main St, Tokyo",Japan,100-0001,NULL
487,Berlin,123-456-688,"123 Main St, Berlin",Germany,10115,NULL
488,New York,123-456-234,"123 Main St, New York",USA,10001,NULL
489,Paris,123-456-017,"123 Main St, Paris",France,75001,NULL
49,London,123-456-303,"123 Main St, London",UK,SW1A 1AA,NULL
490,Paris,123-456-269,"123 Main St, Paris",France,75001,NULL
491,Tokyo,123-456-684,"123 Main St, Tokyo",Japan,100-0001,NULL
492,New York,123-456-059,"123 Main St, New York",USA,10001,NULL
493,Tokyo,123-456-272,"123 Main St, Tokyo",Japan,100-0001,NULL
494,New York,123-456-188,"123 Main St, New York",USA,10001,NULL
495,Berlin,123-456-504,"123 Main St, Berlin",Germany,10115,NULL
496,London,123-456-940,"123 Main St, London",UK,SW1A 1AA,NULL
497,Berlin,123-456-712,"123 Main St, Berlin",Germany,10115,NULL
498,Paris,123-456-844,"123 Main St, Paris",France,75001,NULL
499,New York,123-456-131,"123 Main St, New York",USA,10001,NULL
5,New York,123-456-925,"123 Main St, New York",USA,10001,NULL
50,Paris,123-456-148,"123 Main St, Paris",France,75001,NULL
500,New York,123-456-136,"123 Main St, New York",USA,10001,NULL
501,Berlin,123-456-874,"123 Main St, Berlin",Germany,10115,NULL
502,Paris,123-456-039,"123 Main St, Paris",France,75001,NULL
503,Berlin,123-456-000,"123 Main St, Berlin",Germany,10115,NULL
504,Berlin,123-456-750,"123 Main St, Berlin",Germany,10115,NULL
505,London,123-456-184,"123 Main St, London",UK,SW1A 1AA,NULL
506,Paris,123-456-148,"123 Main St, Paris",France,75001,NULL
507,Paris,123-456-307,"123 Main St, Paris",France,75001,NULL
508,New York,123-456-603,"123 Main St, New York",USA,10001,NULL
509,Tokyo,123-456-618,"123 Main St, Tokyo",Japan,100-0001,NULL
51,New York,123-456-907,"123 Main St, New York",USA,10001,NULL
510,Paris,123-456-919,"123 Main St, Paris",France,75001,NULL
511,Tokyo,123-456-096,"123 Main St, Tokyo",Japan,100-0001,NULL
512,Paris,123-456-596,"123 Main St, Paris",France,75001,NULL
513,Tokyo,123-456-808,"123 Main St, Tokyo",Japan,100-0001,NULL
514,Paris,123-456-234,"123 Main St, Paris",France,75001,NULL
515,New York,123-456-464,"123 Main St, New York",USA,10001,NULL
516,London,123-456-489,"123 Main St, London",UK,SW1A 1AA,NULL
517,Paris,123-456-039,"123 Main St, Paris",France,75001,NULL
518,London,123-456-796,"123 Main St, London",UK,SW1A 1AA,NULL
519,London,123-456-275,"123 Main St, London",UK,SW1A 1AA,NULL
52,Tokyo,123-456-730,"123 Main St, Tokyo",Japan,100-0001,NULL
520,London,123-456-892,"123 Main St, London",UK,SW1A 1AA,NULL
521,New York,123-456-294,"123 Main St, New York",USA,10001,NULL
522,London,123-456-533,"123 Main St, London",UK,SW1A 1AA,NULL
523,Paris,123-456-782,"123 Main St, Paris",France,75001,NULL
524,Paris,123-456-493,"123 Main St, Paris",France,75001,NULL
525,New York,123-456-494,"123 Main St, New York",USA,10001,NULL
526,London,123-456-283,"123 Main St, London",UK,SW1A 1AA,NULL
527,London,123-456-942,"123 Main St, London",UK,SW1A 1AA,NULL
528,New York,123-456-300,"123 Main St, New York",USA,10001,NULL
529,Paris,123-456-204,"123 Main St, Paris",France,75001,NULL
53,Tokyo,123-456-957,"123 Main St, Tokyo",Japan,100-0001,NULL
530,Tokyo,123-456-706,"123 Main St, Tokyo",Japan,100-0001,NULL
531,Tokyo,123-456-905,"123 Main St, Tokyo",Japan,100-0001,NULL
532,London,123-456-351,"123 Main St, London",UK,SW1A 1AA,NULL
533,London,123-456-872,"123 Main St, London",UK,SW1A 1AA,NULL
534,London,123-456-077,"123 Main St, London",UK,SW1A 1AA,NULL
535,Berlin,123-456-602,"123 Main St, Berlin",Germany,10115,NULL
536,Paris,123-456-274,"123 Main St, Paris",France,75001,NULL
537,London,123-456-443,"123 Main St, London",UK,SW1A 1AA,NULL
538,London,123-456-185,"123 Main St, London",UK,SW1A 1AA,NULL
539,New York,123-456-264,"123 Main St, New York",USA,10001,NULL
54,London,123-456-261,"123 Main St, London",UK,SW1A 1AA,NULL
540,Berlin,123-456-802,"123 Main St, Berlin",Germany,10115,NULL
541,Berlin,123-456-790,"123 Main St, Berlin",Germany,10115,NULL
542,Berlin,123-456-540,"123 Main St, Berlin",Germany,10115,NULL
543,Paris,123-456-386,"123 Main St, Paris",France,75001,NULL
544,New York,123-456-128,"123 Main St, New York",USA,10001,NULL
545,New York,123-456-231,"123 Main St, New York",USA,10001,NULL
546,Berlin,123-456-421,"123 Main St, Berlin",Germany,10115,NULL
547,Paris,123-456-667,"123 Main St, Paris",France,75001,NULL
548,Berlin,123-456-151,"123 Main St, Berlin",Germany,10115,NULL
549,Berlin,123-456-534,"123 Main St, Berlin",Germany,10115,NULL
55,New York,123-456-170,"123 Main St, New York",USA,10001,NULL
550,Berlin,123-456-222,"123 Main St, Berlin",Germany,10115,NULL
551,New York,123-456-247,"123 Main St, New York",USA,10001,NULL
552,Berlin,123-456-010,"123 Main St, Berlin",Germany,10115,NULL
553,London,123-456-353,"123 Main St, London",UK,SW1A 1AA,NULL
554,Tokyo,123-456-547,"123 Main St, Tokyo",Japan,100-0001,NULL
555,Berlin,123-456-797,"123 Main St, Berlin",Germany,10115,NULL
556,Berlin,123-456-471,"123 Main St, Berlin",Germany,10115,NULL
557,London,123-456-477,"123 Main St, London",UK,SW1A 1AA,NULL
558,New York,123-456-275,"123 Main St, New York",USA,10001,NULL
559,Berlin,123-456-434,"123 Main St, Berlin",Germany,10115,NULL
56,Paris,123-456-557,"123 Main St, Paris",France,75001,NULL
560,Berlin,123-456-659,"123 Main St, Berlin",Germany,10115,NULL
561,London,123-456-327,"123 Main St, London",UK,SW1A 1AA,NULL
562,London,123-456-401,"123 Main St, London",UK,SW1A 1AA,NULL
563,Berlin,123-456-344,"123 Main St, Berlin",Germany,10115,NULL
564,Berlin,123-456-991,"123 Main St, Berlin",Germany,10115,NULL
565,Paris,123-456-328,"123 Main St, Paris",France,75001,NULL
566,London,123-456-371,"123 Main St, London",UK,SW1A 1AA,NULL
567,London,123-456-975,"123 Main St, London",UK,SW1A 1AA,NULL
568,London,123-456-664,"123 Main St, London",UK,SW1A 1AA,NULL
569,Berlin,123-456-838,"123 Main St, Berlin",Germany,10115,NULL
57,Berlin,123-456-869,"123 Main St, Berlin",Germany,10115,NULL
570,Tokyo,123-456-288,"123 Main St, Tokyo",Japan,100-0001,NULL
571,New York,123-456-201,"123 Main St, New York",USA,10001,NULL
572,Tokyo,123-456-995,"123 Main St, Tokyo",Japan,100-0001,NULL
573,London,123-456-585,"123 Main St, London",UK,SW1A 1AA,NULL
574,London,123-456-254,"123 Main St, London",UK,SW1A 1AA,NULL
575,Tokyo,123-456-163,"123 Main St, Tokyo",Japan,100-0001,NULL
576,London,123-456-030,"123 Main St, London",UK,SW1A 1AA,NULL
577,Tokyo,123-456-260,"123 Main St, Tokyo",Japan,100-0001,NULL
578,London,123-456-638,"123 Main St, London",UK,SW1A 1AA,NULL
579,New York,123-456-870,"123 Main St, New York",USA,10001,NULL
58,Berlin,123-456-309,"123 Main St, Berlin",Germany,10115,NULL
580,Berlin,123-456-725,"123 Main St, Berlin",Germany,10115,NULL
581,Tokyo,123-456-955,"123 Main St, Tokyo",Japan,100-0001,NULL
582,Berlin,123-456-812,"123 Main St, Berlin",Germany,10115,NULL
583,New York,123-456-389,"123 Main St, New York",USA,10001,NULL
584,New York,123-456-436,"123 Main St, New York",USA,10001,NULL
585,New York,123-456-360,"123 Main St, New York",USA,10001,NULL
586,Paris,123-456-767,"123 Main St, Paris",France,75001,NULL
587,New York,123-456-921,"123 Main St, New York",USA,10001,NULL
588,Tokyo,123-456-737,"123 Main St, Tokyo",Japan,100-0001,NULL
589,New York,123-456-196,"123 Main St, New York",USA,10001,NULL
59,New York,123-456-703,"123 Main St, New York",USA,10001,NULL
590,London,123-456-149,"123 Main St, London",UK,SW1A 1AA,NULL
591,Tokyo,123-456-992,"123 Main St, Tokyo",Japan,100-0001,NULL
592,Tokyo,123-456-147,"123 Main St, Tokyo",Japan,100-0001,NULL
593,Paris,123-456-778,"123 Main St, Paris",France,75001,NULL
594,Berlin,123-456-362,"123 Main St, Berlin",Germany,10115,NULL
595,Paris,123-456-790,"123 Main St, Paris",France,75001,NULL
596,Berlin,123-456-363,"123 Main St, Berlin",Germany,10115,NULL
597,Berlin,123-456-925,"123 Main St, Berlin",Germany,10115,NULL
598,Berlin,123-456-365,"123 Main St, Berlin",Germany,10115,NULL
599,Berlin,123-456-245,"123 Main St, Berlin",Germany,10115,NULL
6,London,123-456-416,"123 Main St, London",UK,SW1A 1AA,NULL
60,Berlin,123-456-497,"123 Main St, Berlin",Germany,10115,NULL
600,London,123-456-531,"123 Main St, London",UK,SW1A 1AA,NULL
601,New York,123-456-862,"123 Main St, New York",USA,10001,NULL
602,Paris,123-456-492,"123 Main St, Paris",France,75001,NULL
603,Berlin,123-456-704,"123 Main St, Berlin",Germany,10115,NULL
604,Tokyo,123-456-387,"123 Main St, Tokyo",Japan,100-0001,NULL
605,London,123-456-693,"123 Main St, London",UK,SW1A 1AA,NULL
606,Berlin,123-456-591,"123 Main St, Berlin",Germany,10115,NULL
607,Berlin,123-456-512,"123 Main St, Berlin",Germany,10115,NULL
608,Tokyo,123-456-665,"123 Main St, Tokyo",Japan,100-0001,NULL
609,Paris,123-456-276,"123 Main St, Paris",France,75001,NULL
61,New York,123-456-070,"123 Main St, New York",USA,10001,NULL
610,Paris,123-456-533,"123 Main St, Paris",France,75001,NULL
611,Berlin,123-456-051,"123 Main St, Berlin",Germany,10115,NULL
612,New York,123-456-951,"123 Main St, New York",USA,10001,NULL
613,Tokyo,123-456-977,"123 Main St, Tokyo",Japan,100-0001,NULL
614,Paris,123-456-313,"123 Main St, Paris",France,75001,NULL
615,Tokyo,123-456-263,"123 Main St, Tokyo",Japan,100-0001,NULL
616,Tokyo,123-456-809,"123 Main St, Tokyo",Japan,100-0001,NULL
617,Tokyo,123-456-924,"123 Main St, Tokyo",Japan,100-0001,NULL
618,Paris,123-456-770,"123 Main St, Paris",France,75001,NULL
619,Paris,123-456-650,"123 Main St, Paris",France,75001,NULL
62,Berlin,123-456-898,"123 Main St, Berlin",Germany,10115,NULL
620,Berlin,123-456-158,"123 Main St, Berlin",Germany,10115,NULL
621,Paris,123-456-491,"123 Main St, Paris",France,75001,NULL
622,London,123-456-608,"123 Main St, London",UK,SW1A 1AA,NULL
623,New York,123-456-748,"123 Main St, New York",USA,10001,NULL
624,New York,123-456-154,"123 Main St, New York",USA,10001,NULL
625,Berlin,123-456-373,"123 Main St, Berlin",Germany,10115,NULL
626,Berlin,123-456-871,"123 Main St, Berlin",Germany,10115,NULL
627,Paris,123-456-962,"123 Main St, Paris",France,75001,NULL
628,Berlin,123-456-897,"123 Main St, Berlin",Germany,10115,NULL
629,London,123-456-242,"123 Main St, London",UK,SW1A 1AA,NULL
63,Paris,123-456-057,"123 Main St, Paris",France,75001,NULL
630,New York,123-456-305,"123 Main St, New York",USA,10001,NULL
631,New York,123-456-710,"123 Main St, New York",USA,10001,NULL
632,London,123-456-707,"123 Main St, London",UK,SW1A 1AA,NULL
633,Tokyo,123-456-601,"123 Main St, Tokyo",Japan,100-0001,NULL
634,Tokyo,123-456-924,"123 Main St, Tokyo",Japan,100-0001,NULL
635,London,123-456-825,"123 Main St, London",UK,SW1A 1AA,NULL
636,Berlin,123-456-932,"123 Main St, Berlin",Germany,10115,NULL
637,Berlin,123-456-754,"123 Main St, Berlin",Germany,10115,NULL
638,Paris,123-456-025,"123 Main St, Paris",France,75001,NULL
639,London,123-456-751,"123 Main St, London",UK,SW1A 1AA,NULL
64,Tokyo,123-456-165,"123 Main St, Tokyo",Japan,100-0001,NULL
640,New York,123-456-973,"123 Main St, New York",USA,10001,NULL
641,Tokyo,123-456-377,"123 Main St, Tokyo",Japan,100-0001,NULL
642,New York,123-456-223,"123 Main St, New York",USA,10001,NULL
643,Tokyo,123-456-177,"123 Main St, Tokyo",Japan,100-0001,NULL
644,New York,123-456-773,"123 Main St, New York",USA,10001,NULL
645,Paris,123-456-175,"123 Main St, Paris",France,75001,NULL
646,New York,123-456-153,"123 Main St, New York",USA,10001,NULL
647,Tokyo,123-456-730,"123 Main St, Tokyo",Japan,100-0001,NULL
648,New York,123-456-184,"123 Main St, New York",USA,10001,NULL
649,Paris,123-456-281,"123 Main St, Paris",France,75001,NULL
65,New York,123-456-178,"123 Main St, New York",USA,10001,NULL
650,London,123-456-590,"123 Main St, London",UK,SW1A 1AA,NULL
651,Paris,123-456-353,"123 Main St, Paris",France,75001,NULL
652,Berlin,123-456-225,"123 Main St, Berlin",Germany,10115,NULL
653,Paris,123-456-939,"123 Main St, Paris",France,75001,NULL
654,London,123-456-885,"123 Main St, London",UK,SW1A 1AA,NULL
655,Berlin,123-456-897,"123 Main St, Berlin",Germany,10115,NULL
656,London,123-456-539,"123 Main St, London",UK,SW1A 1AA,NULL
657,Paris,123-456-322,"123 Main St, Paris",France,75001,NULL
658,Berlin,123-456-741,"123 Main St, Berlin",Germany,10115,NULL
659,Paris,123-456-929,"123 Main St, Paris",France,75001,NULL
66,New York,123-456-827,"123 Main St, New York",USA,10001,NULL
660,Berlin,123-456-889,"123 Main St, Berlin",Germany,10115,NULL
661,Berlin,123-456-508,"123 Main St, Berlin",Germany,10115,NULL
662,New York,123-456-177,"123 Main St, New York",USA,10001,NULL
663,Tokyo,123-456-066,"123 Main St, Tokyo",Japan,100-0001,NULL
664,London,123-456-450,"123 Main St, London",UK,SW1A 1AA,NULL
665,Berlin,123-456-274,"123 Main St, Berlin",Germany,10115,NULL
666,Paris,123-456-632,"123 Main St, Paris",France,75001,NULL
667,Tokyo,123-456-370,"123 Main St, Tokyo",Japan,100-0001,NULL
668,Tokyo,123-456-173,"123 Main St, Tokyo",Japan,100-0001,NULL
669,Paris,123-456-000,"123 Main St, Paris",France,75001,NULL
67,New York,123-456-205,"123 Main St, New York",USA,10001,NULL
670,Paris,123-456-789,"123 Main St, Paris",France,75001,NULL
671,Tokyo,123-456-342,"123 Main St, Tokyo",Japan,100-0001,NULL
672,New York,123-456-863,"123 Main St, New York",USA,10001,NULL
673,Berlin,123-456-845,"123 Main St, Berlin",Germany,10115,NULL
674,Berlin,123-456-891,"123 Main St, Berlin",Germany,10115,NULL
675,London,123-456-597,"123 Main St, London",UK,SW1A 1AA,NULL
676,London,123-456-913,"123 Main St, London",UK,SW1A 1AA,NULL
677,Tokyo,123-456-178,"123 Main St, Tokyo",Japan,100-0001,NULL
678,London,123-456-670,"123 Main St, London",UK,SW1A 1AA,NULL
679,Paris,123-456-704,"123 Main St, Paris",France,75001,NULL
68,Berlin,123-456-470,"123 Main St, Berlin",Germany,10115,NULL
680,London,123-456-834,"123 Main St, London",UK,SW1A 1AA,NULL
681,Tokyo,123-456-682,"123 Main St, Tokyo",Japan,100-0001,NULL
682,Paris,123-456-693,"123 Main St, Paris",France,75001,NULL
683,Berlin,123-456-519,"123 Main St, Berlin",Germany,10115,NULL
684,London,123-456-804,"123 Main St, London",UK,SW1A 1AA,NULL
685,Berlin,123-456-501,"123 Main St, Berlin",Germany,10115,NULL
686,London,123-456-005,"123 Main St, London",UK,SW1A 1AA,NULL
687,Paris,123-456-690,"123 Main St, Paris",France,75001,NULL
688,Tokyo,123-456-677,"123 Main St, Tokyo",Japan,100-0001,NULL
689,New York,123-456-137,"123 Main St, New York",USA,10001,NULL
69,Tokyo,123-456-939,"123 Main St, Tokyo",Japan,100-0001,NULL
690,Tokyo,123-456-951,"123 Main St, Tokyo",Japan,100-0001,NULL
691,Paris,123-456-101,"123 Main St, Paris",France,75001,NULL
692,Berlin,123-456-344,"123 Main St, Berlin",Germany,10115,NULL
693,Paris,123-456-135,"123 Main St, Paris",France,75001,NULL
694,Paris,123-456-696,"123 Main St, Paris",France,75001,NULL
695,Paris,123-456-205,"123 Main St, Paris",France,75001,NULL
696,Berlin,123-456-940,"123 Main St, Berlin",Germany,10115,NULL
697,London,123-456-768,"123 Main St, London",UK,SW1A 1AA,NULL
698,Tokyo,123-456-243,"123 Main St, Tokyo",Japan,100-0001,NULL
699,London,123-456-552,"123 Main St, London",UK,SW1A 1AA,NULL
7,Paris,123-456-308,"123 Main St, Paris",France,75001,NULL
70,Paris,123-456-661,"123 Main St, Paris",France,75001,NULL
700,Berlin,123-456-663,"123 Main St, Berlin",Germany,10115,NULL
701,Tokyo,123-456-225,"123 Main St, Tokyo",Japan,100-0001,NULL
702,Tokyo,123-456-843,"123 Main St, Tokyo",Japan,100-0001,NULL
703,Berlin,123-456-543,"123 Main St, Berlin",Germany,10115,NULL
704,London,123-456-971,"123 Main St, London",UK,SW1A 1AA,NULL
705,Paris,123-456-770,"123 Main St, Paris",France,75001,NULL
706,Tokyo,123-456-017,"123 Main St, Tokyo",Japan,100-0001,NULL
707,London,123-456-901,"123 Main St, London",UK,SW1A 1AA,NULL
708,London,123-456-533,"123 Main St, London",UK,SW1A 1AA,NULL
709,Paris,123-456-328,"123 Main St, Paris",France,75001,NULL
71,Paris,123-456-674,"123 Main St, Paris",France,75001,NULL
710,New York,123-456-919,"123 Main St, New York",USA,10001,NULL
711,New York,123-456-652,"123 Main St, New York",USA,10001,NULL
712,Berlin,123-456-908,"123 Main St, Berlin",Germany,10115,NULL
713,Tokyo,123-456-686,"123 Main St, Tokyo",Japan,100-0001,NULL
714,Berlin,123-456-232,"123 Main St, Berlin",Germany,10115,NULL
715,Berlin,123-456-559,"123 Main St, Berlin",Germany,10115,NULL
716,Paris,123-456-041,"123 Main St, Paris",France,75001,NULL
717,Paris,123-456-678,"123 Main St, Paris",France,75001,NULL
718,Tokyo,123-456-771,"123 Main St, Tokyo",Japan,100-0001,NULL
719,Berlin,123-456-222,"123 Main St, Berlin",Germany,10115,NULL
72,Berlin,123-456-564,"123 Main St, Berlin",Germany,10115,NULL
720,Paris,123-456-358,"123 Main St, Paris",France,75001,NULL
721,Tokyo,123-456-472,"123 Main St, Tokyo",Japan,100-0001,NULL
722,London,123-456-426,"123 Main St, London",UK,SW1A 1AA,NULL
723,Paris,123-456-163,"123 Main St, Paris",France,75001,NULL
724,Berlin,123-456-957,"123 Main St, Berlin",Germany,10115,NULL
725,Paris,123-456-063,"123 Main St, Paris",France,75001,NULL
726,London,123-456-928,"123 Main St, London",UK,SW1A 1AA,NULL
727,London,123-456-757,"123 Main St, London",UK,SW1A 1AA,NULL
728,New York,123-456-573,"123 Main St, New York",USA,10001,NULL
729,Tokyo,123-456-096,"123 Main St, Tokyo",Japan,100-0001,NULL
73,Tokyo,123-456-356,"123 Main St, Tokyo",Japan,100-0001,NULL
730,London,123-456-375,"123 Main St, London",UK,SW1A 1AA,NULL
731,Tokyo,123-456-922,"123 Main St, Tokyo",Japan,100-0001,NULL
732,Berlin,123-456-826,"123 Main St, Berlin",Germany,10115,NULL
733,New York,123-456-858,"123 Main St, New York",USA,10001,NULL
734,Tokyo,123-456-496,"123 Main St, Tokyo",Japan,100-0001,NULL
735,Berlin,123-456-246,"123 Main St, Berlin",Germany,10115,NULL
736,Berlin,123-456-912,"123 Main St, Berlin",Germany,10115,NULL
737,Berlin,123-456-524,"123 Main St, Berlin",Germany,10115,NULL
738,Paris,123-456-654,"123 Main St, Paris",France,75001,NULL
739,Berlin,123-456-454,"123 Main St, Berlin",Germany,10115,NULL
74,New York,123-456-501,"123 Main St, New York",USA,10001,NULL
740,New York,123-456-485,"123 Main St, New York",USA,10001,NULL
741,New York,123-456-339,"123 Main St, New York",USA,10001,NULL
742,Paris,123-456-257,"123 Main St, Paris",France,75001,NULL
743,Tokyo,123-456-028,"123 Main St, Tokyo",Japan,100-0001,NULL
744,New York,123-456-903,"123 Main St, New York",USA,10001,NULL
745,Berlin,123-456-967,"123 Main St, Berlin",Germany,10115,NULL
746,Berlin,123-456-598,"123 Main St, Berlin",Germany,10115,NULL
747,Tokyo,123-456-459,"123 Main St, Tokyo",Japan,100-0001,NULL
748,Tokyo,123-456-740,"123 Main St, Tokyo",Japan,100-0001,NULL
749,Tokyo,123-456-300,"123 Main St, Tokyo",Japan,100-0001,NULL
75,Berlin,123-456-263,"123 Main St, Berlin",Germany,10115,NULL
750,Paris,123-456-901,"123 Main St, Paris",France,75001,NULL
751,Tokyo,123-456-139,"123 Main St, Tokyo",Japan,100-0001,NULL
752,Tokyo,123-456-475,"123 Main St, Tokyo",Japan,100-0001,NULL
753,Tokyo,123-456-636,"123 Main St, Tokyo",Japan,100-0001,NULL
754,New York,123-456-128,"123 Main St, New York",USA,10001,NULL
755,New York,123-456-961,"123 Main St, New York",USA,10001,NULL
756,London,123-456-629,"123 Main St, London",UK,SW1A 1AA,NULL
757,Paris,123-456-309,"123 Main St, Paris",France,75001,NULL
758,Tokyo,123-456-736,"123 Main St, Tokyo",Japan,100-0001,NULL
759,London,123-456-910,"123 Main St, London",UK,SW1A 1AA,NULL
76,Paris,123-456-062,"123 Main St, Paris",France,75001,NULL
760,Berlin,123-456-371,"123 Main St, Berlin",Germany,10115,NULL
761,New York,123-456-371,"123 Main St, New York",USA,10001,NULL
762,London,123-456-316,"123 Main St, London",UK,SW1A 1AA,NULL
763,New York,123-456-792,"123 Main St, New York",USA,10001,NULL
764,Berlin,123-456-619,"123 Main St, Berlin",Germany,10115,NULL
765,Paris,123-456-168,"123 Main St, Paris",France,75001,NULL
766,Tokyo,123-456-178,"123 Main St, Tokyo",Japan,100-0001,NULL
767,Paris,123-456-698,"123 Main St, Paris",France,75001,NULL
768,Tokyo,123-456-871,"123 Main St, Tokyo",Japan,100-0001,NULL
769,New York,123-456-697,"123 Main St, New York",USA,10001,NULL
77,London,123-456-707,"123 Main St, London",UK,SW1A 1AA,NULL
770,Berlin,123-456-673,"123 Main St, Berlin",Germany,10115,NULL
771,London,123-456-851,"123 Main St, London",UK,SW1A 1AA,NULL
772,London,123-456-584,"123 Main St, London",UK,SW1A 1AA,NULL
773,New York,123-456-806,"123 Main St, New York",USA,10001,NULL
774,Tokyo,123-456-335,"123 Main St, Tokyo",Japan,100-0001,NULL
775,New York,123-456-938,"123 Main St, New York",USA,10001,NULL
776,Berlin,123-456-021,"123 Main St, Berlin",Germany,10115,NULL
777,Berlin,123-456-864,"123 Main St, Berlin",Germany,10115,NULL
778,London,123-456-983,"123 Main St, London",UK,SW1A 1AA,NULL
779,Tokyo,123-456-406,"123 Main St, Tokyo",Japan,100-0001,NULL
78,Tokyo,123-456-860,"123 Main St, Tokyo",Japan,100-0001,NULL
780,New York,123-456-225,"123 Main St, New York",USA,10001,NULL
781,Tokyo,123-456-412,"123 Main St, Tokyo",Japan,100-0001,NULL
782,Paris,123-456-120,"123 Main St, Paris",France,75001,NULL
783,London,123-456-440,"123 Main St, London",UK,SW1A 1AA,NULL
784,New York,123-456-377,"123 Main St, New York",USA,10001,NULL
785,Paris,123-456-540,"123 Main St, Paris",France,75001,NULL
786,Paris,123-456-461,"123 Main St, Paris",France,75001,NULL
787,New York,123-456-263,"123 Main St, New York",USA,10001,NULL
788,Tokyo,123-456-339,"123 Main St, Tokyo",Japan,100-0001,NULL
789,Berlin,123-456-338,"123 Main St, Berlin",Germany,10115,NULL
79,London,123-456-815,"123 Main St, London",UK,SW1A 1AA,NULL
790,Berlin,123-456-858,"123 Main St, Berlin",Germany,10115,NULL
791,Tokyo,123-456-646,"123 Main St, Tokyo",Japan,100-0001,NULL
792,Paris,123-456-540,"123 Main St, Paris",France,75001,NULL
793,New York,123-456-768,"123 Main St, New York",USA,10001,NULL
794,Paris,123-456-468,"123 Main St, Paris",France,75001,NULL
795,Berlin,123-456-776,"123 Main St, Berlin",Germany,10115,NULL
796,Paris,123-456-651,"123 Main St, Paris",France,75001,NULL
797,London,123-456-029,"123 Main St, London",UK,SW1A 1AA,NULL
798,Tokyo,123-456-382,"123 Main St, Tokyo",Japan,100-0001,NULL
799,Tokyo,123-456-363,"123 Main St, Tokyo",Japan,100-0001,NULL
8,Paris,123-456-898,"123 Main St, Paris",France,75001,NULL
80,New York,123-456-864,"123 Main St, New York",USA,10001,NULL
800,Paris,123-456-875,"123 Main St, Paris",France,75001,NULL
801,Paris,123-456-177,"123 Main St, Paris",France,75001,NULL
802,Tokyo,123-456-870,"123 Main St, Tokyo",Japan,100-0001,NULL
803,Berlin,123-456-143,"123 Main St, Berlin",Germany,10115,NULL
804,London,123-456-611,"123 Main St, London",UK,SW1A 1AA,NULL
805,Paris,123-456-450,"123 Main St, Paris",France,75001,NULL
806,Berlin,123-456-679,"123 Main St, Berlin",Germany,10115,NULL
807,Berlin,123-456-947,"123 Main St, Berlin",Germany,10115,NULL
808,London,123-456-698,"123 Main St, London",UK,SW1A 1AA,NULL
809,New York,123-456-873,"123 Main St, New York",USA,10001,NULL
81,Paris,123-456-923,"123 Main St, Paris",France,75001,NULL
810,London,123-456-838,"123 Main St, London",UK,SW1A 1AA,NULL
811,New York,123-456-920,"123 Main St, New York",USA,10001,NULL
812,London,123-456-586,"123 Main St, London",UK,SW1A 1AA,NULL
813,Paris,123-456-544,"123 Main St, Paris",France,75001,NULL
814,New York,123-456-338,"123 Main St, New York",USA,10001,NULL
815,Berlin,123-456-495,"123 Main St, Berlin",Germany,10115,NULL
816,London,123-456-024,"123 Main St, London",UK,SW1A 1AA,NULL
817,Paris,123-456-963,"123 Main St, Paris",France,75001,NULL
818,New York,123-456-890,"123 Main St, New York",USA,10001,NULL
819,Tokyo,123-456-708,"123 Main St, Tokyo",Japan,100-0001,NULL
82,Tokyo,123-456-657,"123 Main St, Tokyo",Japan,100-0001,NULL
820,Tokyo,123-456-594,"123 Main St, Tokyo",Japan,100-0001,NULL
